Empresa,RIF,ORD-04-11-SOL,ORD-04-11-MON,OTRO-04-11-SOL,OTRO-04-11-MON,Sol,Mon
FIAT PARTS C.A.,J-001385550,202,"$9,037,912",0,$0,202,"$9,037,912"
"FIBRANOVA,C.A.",J-305613621,1125,"$36,362,260",64,"$122,392,178",1189,"$158,754,438"
"FIBRAS FIVENGLASS, C.A.",J-003086657,138,"$3,628,753",0,$0,138,"$3,628,753"
"FIEL AMIGO, C.A.",J-309811886,5,"$215,200",0,$0,5,"$215,200"
FIFA FASHIONS,J-310633711,16,"$1,441,930",0,$0,16,"$1,441,930"
FIGARCAS SUPPLY C.A.,J-305986487,140,"$4,098,171",0,$0,140,"$4,098,171"
FILACA EXPRESS AUTOMARKET C.A.,J-297013105,0,$0,0,$0,0,$0
FILINOX C.A.,J-002949228,18,"$537,830",0,$0,18,"$537,830"
FILTRONA MOTORﾫS C.A.,J-302363560,33,"$657,640",0,$0,33,"$657,640"
"FILTRONA VENEZOLANA, C.A.",J-305625549,455,"$13,243,940",5,"$3,287,000",460,"$16,530,940"
"FINAMORE LITHO FORMS, C.A.",J-303396640,4,"$254,416",0,$0,4,"$254,416"
"FINCA AGRO DE VENEZUELA, CA",J-000633070,55,"$2,578,940",0,$0,55,"$2,578,940"
"FINEZAS MODAS, C.A.",J-065010029,109,"$1,222,990",0,$0,109,"$1,222,990"
FINICIO IMPORT & EXPORT C.A,J-305015007,353,"$23,344,618",0,$0,353,"$23,344,618"
FINISH LINE C.A.,J-294726356,0,$0,0,$0,0,$0
FINOMAR,J-305907919,42,"$4,254,404",0,$0,42,"$4,254,404"
"FIONA EL KARAOUNI, C.A.",J-294336566,2,"$968,531",0,$0,2,"$968,531"
"FIORE TOSCANO, C. A.",J-306548343,3,"$123,427",0,$0,3,"$123,427"
"FIORIMATIC DE VENEZUELA, C.A.",J-310057842,27,"$1,214,813",0,$0,27,"$1,214,813"
"FIRE & SAFETY SUPPLY, S. A.",J-085377018,331,"$8,319,188",0,$0,331,"$8,319,188"
"FIRMENICH, S.A.",J-000146810,10,"$104,814",0,$0,10,"$104,814"
FISH STAR C.A.,J-308863823,1,"$76,299",0,$0,1,"$76,299"
FISICO C.A.,J-298533927,1,"$30,630",0,$0,1,"$30,630"
FISIOSTORE C.A,J-309554670,2,"$21,493",0,$0,2,"$21,493"
FITLAB DE VENEZUELA,J-308367699,93,"$6,772,556",0,$0,93,"$6,772,556"
"FIVE STAR SUPPLY, C.A.",J-308618861,73,"$3,347,254",0,$0,73,"$3,347,254"
"FLAPLAST, C.A.",J-303052819,43,"$1,551,970",0,$0,43,"$1,551,970"
"FLASH ELECTRONICS, C.A.",J-309392360,185,"$12,491,137",0,$0,185,"$12,491,137"
FLAT IMPORT C.A,J-311931228,20,"$1,711,063",0,$0,20,"$1,711,063"
FLEJES ALMAR C.A.,J-312124520,1,"$227,070",0,$0,1,"$227,070"
"FLEJES VENEZOLANOS, C.A.",J-000581614,20,"$406,335",0,$0,20,"$406,335"
"FLETEROS LA GAVIOTA, S.A.",J-085179860,2,$946,0,$0,2,$946
"FLEVIMAR IMPORT, C.A.",J-317187075,0,$0,0,$0,0,$0
"FLEXILATINA DE VENEZUELA, C.A.",J-002992018,43,"$952,186",0,$0,43,"$952,186"
FLEXIMPORT C.A,J-311960465,129,"$19,637,909",0,$0,129,"$19,637,909"
FLEXITALLIC DE VENEZUELA C.A.,J-304933576,19,"$1,160,691",0,$0,19,"$1,160,691"
"FLEXOL, C.A.",J-000643733,95,"$5,631,355",0,$0,95,"$5,631,355"
"FLEXOPACK, C.A.",J-316362884,9,"$4,036,641",0,$0,9,"$4,036,641"
"FLEXSEAL DE VENEZUELA, C.A.",J-317061020,31,"$1,378,226",0,$0,31,"$1,378,226"
"FLINT INK VENEZUELA, S.A.",J-306899464,637,"$22,088,881",0,$0,637,"$22,088,881"
FLOPPY BODY ARMOR S.A.,J-305052310,20,"$1,147,411",0,$0,20,"$1,147,411"
FLOR DE FRANCIA C.A.,J-302992770,349,"$56,689,176",0,$0,349,"$56,689,176"
FLOR DE SARIS,J-305224846,212,"$24,899,724",0,$0,212,"$24,899,724"
FLORANDES,J-090079475,55,"$2,811,809",0,$0,55,"$2,811,809"
FLORICULTURA TECNICA S.A,J-075360532,9,"$316,087",0,$0,9,"$316,087"
"FLOTA INDUSTRIAL PESCA ATUNERA CARIBE, C.A",J-080066618,101,"$5,081,707",0,$0,101,"$5,081,707"
FLOWSERVE DE VENEZUELA S.A.,J-002723335,2552,"$48,544,566",1,"$8,553,845",2553,"$57,098,411"
"FLUID CONTAINMENT ANDINA, C.A.",J-305464669,75,"$2,618,949",0,$0,75,"$2,618,949"
"FLUID POWER TECHNOLOGY,C.A",J-302805546,47,"$3,260,993",0,$0,47,"$3,260,993"
FLUIDYNE REPRESENTACIONES C.A.,J-003575747,412,"$5,106,874",0,$0,412,"$5,106,874"
FLYCOM,J-311893024,36,"$7,864,769",0,$0,36,"$7,864,769"
"FLYING TIRE COMPANY, C.A.",J-312193158,67,"$3,148,280",0,$0,67,"$3,148,280"
"FLYVECA, C.A.",J-310516120,47,"$2,828,159",0,$0,47,"$2,828,159"
"FM INGENIERIA, COMPANIA ANONIMA",J-302450365,159,"$7,993,889",0,$0,159,"$7,993,889"
"FM POWER MATERIALES ELECTRICOS, C.A.",J-310828040,346,"$32,076,995",0,$0,346,"$32,076,995"
FMC TECNOLOGIES SERVICES OCCIDENTE SA,J-070284960,24,"$122,426",0,$0,24,"$122,426"
FMC WELLHEAD DE VENEZUELA SA,J-001682805,234,"$2,136,657",3,"$2,844,517",237,"$4,981,174"
"FOCUS CONSULTING, C.A.",J-309557300,4,"$61,834",0,$0,4,"$61,834"
"FOCUS TECH, C.A",J-315728010,13,"$306,384",0,$0,13,"$306,384"
FONDO CULTURAL DEL ALBA S.A.,J-293687608,1,"$9,552",0,$0,1,"$9,552"
"FONDO DE DESARROLLO AGROPECUARIO, PESQUERO FORESTAL Y",G-200001860,3,"$688,381",2,"$123,525",5,"$811,906"
FONDO DE DESARROLLO MICROFINANCIERO,G-200043350,0,$0,1,"$1,100",1,"$1,100"
FONDO DE DESARROLLO MICROFINANCIERO,J-308408956,0,$0,1,"$17,500",1,"$17,500"
FONDO DE DESARROLLO REGIONAL DEL ESTADO GUARICO,J-303585175,0,$0,2,"$1,600",2,"$1,600"
FONDO INTERGUBERNAMENTAL PARA LA DESCENTRALIZACI�N,G-200003294,1,"$4,160,290",0,$0,1,"$4,160,290"
"FONDO NACIONAL BUFALINO, S.A.",J-308052655,45,"$187,839,813",0,$0,45,"$187,839,813"
FONDO PARA EL DESARROLLO ECONOMICO DEL ESTADO BOLIVAR,G-200021624,6,"$19,586,867",0,$0,6,"$19,586,867"
"FONOMET, C.A.",J-001864504,23,"$468,692",0,$0,23,"$468,692"
FONTERRA DE VENEZUELA SA (ANTES NZMP VENEZUELA ),J-300990893,290,"$44,455,653",0,$0,290,"$44,455,653"
FORD MOTOR DE VENEZUELA S.A.,J-000148643,5177,"$2,242,960,802",3,"$65,955,786",5180,"$2,308,916,588"
FORESTAL TRILLIUM DE VENEZUELA LLC,J-306332030,0,$0,1,"$22,270,699",1,"$22,270,699"
"FOREVER LIVING PRODUCTS VENEZUELA,S.R.L.",J-003381233,68,"$4,861,737",0,$0,68,"$4,861,737"
"FORJA CENTRO, C.A.",J-302288150,151,"$13,203,147",0,$0,151,"$13,203,147"
FORJAS DE ARAGUA C.A.,J-001111700,31,"$1,916,818",0,$0,31,"$1,916,818"
"FORJAS FANTI, C.A.",J-002338393,3,"$172,640",0,$0,3,"$172,640"
FORMALUX ALTAMIRA C.A.,J-310299323,63,"$2,199,929",0,$0,63,"$2,199,929"
"FORMAS GRAFICHECK DE VENEZUELA,S.A",J-301656105,408,"$9,797,680",0,$0,408,"$9,797,680"
"FORT DODGE DE VENEZUELA, C.A.",J-000094080,703,"$33,113,001",0,$0,703,"$33,113,001"
FORTALEZA PL C.A.,J-295476094,0,$0,0,$0,0,$0
"FOSFORERA MARACAY, C.A.",J-075119738,20,"$570,254",0,$0,20,"$570,254"
"FOSFORERA SURAMERICANA, C.A.",J-000699364,45,"$1,527,448",0,$0,45,"$1,527,448"
"FOSPUCA BARUTA, C.A",J-301671457,11,"$1,027,610",0,$0,11,"$1,027,610"
"FOSPUCA CARRIZAL,C.A.",J-301636627,0,$0,1,"$14,533",1,"$14,533"
"FOSPUCA LIBERTADOR, C.A",J-301636600,51,"$1,609,416",1,"$284,768",52,"$1,894,184"
"FOSPUCA NUEVA ESPARTA,C.A.",J-065093331,0,$0,1,"$54,532",1,"$54,532"
"FOSPUCA ZAMORA,C.A.",J-303509746,0,$0,1,"$25,690",1,"$25,690"
"FOTO  PRISMA, C.A.",J-001484329,26,"$512,285",0,$0,26,"$512,285"
FOTO FLORIDA C.A,J-001384286,11,"$315,125",0,$0,11,"$315,125"
FOTO TEXTOS GRAPHICS 2010 S.A.,J-306049096,0,$0,1,"$168,020",1,"$168,020"
FOTOCOPIADORAS CAMCORP CA,J-315827972,10,"$238,310",0,$0,10,"$238,310"
"FOTOGRABADO VENE, C.A.",J-000149453,4,"$57,004",0,$0,4,"$57,004"
FOTOSHOW,J-307288396,10,"$115,891",0,$0,10,"$115,891"
FOX EXPRESS C.A,J-316925030,11,"$1,302,426",0,$0,11,"$1,302,426"
"FOXSYSTEM, C.A.",J-308219347,14,"$146,875",0,$0,14,"$146,875"
"FPR,C.A.",J-314309978,1,"$998,437",0,$0,1,"$998,437"
"FRANAR, C.A.",J-085338055,1,"$35,096",0,$0,1,"$35,096"
"FRANCE TECNOCIRUGIA IMPORT FRANTEIMPORT, C.A.",J-315472937,1,"$2,808",0,$0,1,"$2,808"
"FRANCIA ELECTRONICS, C.A",J-316038718,7,"$362,159",0,$0,7,"$362,159"
"FRANCISCO DORTA A. SUCRS., C.A.",J-000752583,263,"$25,514,687",1,"$972,955",264,"$26,487,642"
"FRANCO HERMANOS, C.A.",J-1475184,29,"$881,900",0,$0,29,"$881,900"
"FRANK�S INTERNATIONAL VENEZUELA, C.A.",J-303408710,18,"$831,664",2,"$382,681",20,"$1,214,345"
FRATELLI TECHNOLOGY. C. A.,J-312197706,29,"$1,678,829",0,$0,29,"$1,678,829"
"FREECOM INGENIER�A, C.A.",J-307849622,6,"$278,980",0,$0,6,"$278,980"
FREEDON TEXTIL S.A.,J-306650946,184,"$12,621,406",0,$0,184,"$12,621,406"
"FRENCH FASHION 18, C.A.",J-309328263,3,"$134,102",0,$0,3,"$134,102"
FRENIMPORT C.A,J-311723021,77,"$5,965,885",0,$0,77,"$5,965,885"
FRENOS DE AIRE DEL CENTRO,J-306367543,6,"$168,048",0,$0,6,"$168,048"
FRENOS DE AIRE DEL CENTRO VALENCIA C.A.,J-315181010,5,"$239,702",0,$0,5,"$239,702"
"FRENOS JARDINES Y TODO EMBRAGUES, C.A.",J-301731212,3,"$117,094",0,$0,3,"$117,094"
"FRENOS PESADOS LC, C.A.",J-314195743,15,"$158,163",0,$0,15,"$158,163"
FRENOS VENEZOLANOS C.A.,J-075020499,42,"$2,716,999",2,"$3,850",44,"$2,720,849"
"FRENPARTS, C.A.",J-307789891,105,"$3,388,317",0,$0,105,"$3,388,317"
"FRENTANA, C.A.",J-000151660,183,"$5,284,194",0,$0,183,"$5,284,194"
FRESCA C.A.,J-294096824,1,"$217,270",0,$0,1,"$217,270"
"FRESENIUS MEDICAL CARE DE VENEZUELA, S.A.",J-302166047,633,"$30,175,089",0,$0,633,"$30,175,089"
FREVESA FREGADEROS DE VENEZUELA S.A.,J-294575382,5,"$207,395",0,$0,5,"$207,395"
"FREZO INTERNACIONAL TRADING, C.A.",J-002858281,59,"$29,482,561",0,$0,59,"$29,482,561"
FRIGORIFICO EL ESTABLO DE LA CANDELARIA,J-309861115,68,"$17,323,022",0,$0,68,"$17,323,022"
"FRIGORIFICO INDUSTRIAL LOS ANDES, C.A",J-070047836,163,"$9,070,871",0,$0,163,"$9,070,871"
"FRIGORIFICO INDUSTRIAL TURMERO, C.A.",J-000151989,3,"$158,886",0,$0,3,"$158,886"
FRIGORIFICO QUATRO MARCOS C.A.,J-294184898,13,"$2,687,094",0,$0,13,"$2,687,094"
FRIGORIFICOS ORDAZ S.A.,J-080006143,172,"$22,204,587",0,$0,172,"$22,204,587"
"FRIGOR�FICOS RODR�GUEZ, C.A.",J-000152128,129,"$4,735,502",0,$0,129,"$4,735,502"
"FRIMAC, C.A.",J-303596410,17,"$238,978",0,$0,17,"$238,978"
FRIO INSULAR H Y R,J-308643874,146,"$7,293,796",0,$0,146,"$7,293,796"
FRIO INTERNACIONAL C.A.,J-308839264,10,"$297,610",0,$0,10,"$297,610"
FRIO LLANO ACARIGUA C.A.,J-306178546,22,"$2,545,252",0,$0,22,"$2,545,252"
"FRIO PANELES,C.A.",J-308735337,1,"$17,210",0,$0,1,"$17,210"
FRIOKAA C.A.,J-296140081,8,"$3,814,722",0,$0,8,"$3,814,722"
"FRIOLANDIA, C.A.",J-308659940,263,"$31,273,059",0,$0,263,"$31,273,059"
FRIOTIENDAS DE VENEZUELA S.A.,J-307274476,15,"$886,622",0,$0,15,"$886,622"
"FRUTAS CMC, C.A.",J-309297414,17,"$1,676,124",0,$0,17,"$1,676,124"
FRUTAS DE LA HACIENDA C.A.,J-309104926,8,"$583,898",0,$0,8,"$583,898"
"FRUTAS INTERNACIONALES, C.A.",J-306742980,18,"$294,466",0,$0,18,"$294,466"
"FRUTAS Y DELICATESES CATE, C.A.",J-306997164,0,$0,0,$0,0,$0
"FRUTIN, C.A.",J-300289095,25,"$1,098,989",0,$0,25,"$1,098,989"
FRYERS&GRILLS DE VENEZUELA C.A,J-309009427,1,"$218,468",0,$0,1,"$218,468"
FRYGANAS Y ASOCIADOS C.A.,J-00123738,9,"$305,886",0,$0,9,"$305,886"
"FS DE PUBLICIDAD, C.A.",J-306030140,4,"$328,646",0,$0,4,"$328,646"
FUDACION COMPAﾄIA NACIONAL DE DANZA,G-200080248,0,$0,13,"$34,210",13,"$34,210"
"FUEGO, C.A",J-313120219,18,"$1,303,710",0,$0,18,"$1,303,710"
FUERZA MOTRIZ DIESEL VENEZOLANA C.A.,J-304173180,2,"$211,940",0,$0,2,"$211,940"
"FUJITEC VENEZUELA, C.A.",J-000589267,75,"$3,485,512",0,$0,75,"$3,485,512"
"FULL HIDRAULICA TRUCKS, C.A.",J-310058229,114,"$9,808,167",0,$0,114,"$9,808,167"
"FULL PISCINAS, C.A.",J-310291004,17,"$1,235,367",0,$0,17,"$1,235,367"
FULL TIME FERRETERAS C.A.,J-312815744,360,"$64,833,618",0,$0,360,"$64,833,618"
"FULLER INTERAMERICANA, C. A.",J-000417350,95,"$2,397,635",1,"$747,238",96,"$3,144,873"
"FULLSTOCK, C. A.",J-311635750,23,"$2,548,511",0,$0,23,"$2,548,511"
"FULLY,C.A.",J-000153159,29,"$257,020",0,$0,29,"$257,020"
"FULTON ZIPP, C.A.",J-000597936,103,"$2,063,610",0,$0,103,"$2,063,610"
"FUMIEXPRESS DE VENEZUELA 2003, C.A.",J-310908982,12,"$9,579,330",0,$0,12,"$9,579,330"
"FUNCA FABRICAS UNIDAS NATALE, C.A.",J-001307621,11,"$2,783,056",0,$0,11,"$2,783,056"
FUNDABAES,J-295512546,0,$0,1,"$23,024",1,"$23,024"
FUNDACION ACADEMIA VENEZOLANA DE FUTBOL,J-305799857,0,$0,1,"$35,335",1,"$35,335"
FUNDACION ALZHEIMER DE VENEZUELA,J-3046809,0,$0,2,"$5,784",2,"$5,784"
FUNDACION AMIGOS DE LA BANDA DE CONCIERTOS DE LARA MAEST,J-309884344,0,$0,1,"$54,136",1,"$54,136"
FUNDACION ATLETICA SAN CRISTOBAL,J-030412801,0,$0,1,$75,1,$75
FUNDACION BADAN LARA,J-085188193,0,$0,1,"$92,955",1,"$92,955"
FUNDACI�N BAILADORES DEL ESTE,J-316910040,0,$0,1,"$3,971",1,"$3,971"
FUNDACION C.E.P.S.,J-309730509,0,$0,45,"$2,858,866",45,"$2,858,866"
FUNDACION CANTALO,J-299298786,0,$0,1,"$42,362",1,"$42,362"
FUNDACI�N CELARG,J-002265701,0,$0,25,"$762,549",25,"$762,549"
FUNDACION CENAMEC,J-001984585,0,$0,1,"$44,378",1,"$44,378"
FUNDACION CENDITEL,G-200073497,0,$0,1,"$18,840",1,"$18,840"
FUNDACION CENTRO INTERNACIONAL MIRANDA,G-200069910,3,"$28,523",2,"$16,553",5,"$45,076"
FUNDACI�N CINEMATECA NACIONAL,G-200054620,13,"$19,904",39,"$196,911",52,"$216,815"
FUNDACION COLEGIO LOEFLING,J-315579685,0,$0,1,$10,1,$10
FUNDACI�N COMPA�IA NACIONAL DE DANZA,J-315704838,0,$0,1,$560,1,$560
FUNDACION COMPAﾄIA NACIONAL DE MUSICA,G-200065990,0,$0,0,$0,0,$0
FUNDACION CORAL CLUB SOCIAL DEMOCRATA,J-297039325,0,$0,1,"$48,135",1,"$48,135"
FUNDACION CORAL FE Y ALEGR�A,J-304226756,0,$0,1,"$14,200",1,"$14,200"
FUNDACION CORAL TRABAJADORES DE LA ULA,J-315900998,0,$0,1,"$14,973",1,"$14,973"
FUNDACION CORAL UNIVERSITARIA FACES,J-311551999,0,$0,1,"$77,443",1,"$77,443"
FUNDACI�N CRPT CARDIOVASCULAR,J-301859553,0,$0,2,"$18,440",2,"$18,440"
FUNDACI�N DE ESTUDIOS ECONOMICOS Y SOCIALES DEL TACHIRA D,J-306009132,0,$0,2,"$53,500",2,"$53,500"
FUNDACION DE ORQUESTAS SINFONICAS INFANTILES Y JUVENILES D,J-314180770,0,$0,1,"$234,830",1,"$234,830"
FUNDACION DE PREVENCION DEPORTIVA RECREATIVA,J-298541768,0,$0,0,$0,0,$0
FUNDACI�N DEL EDO PARA EL SIST. NAC. DE ORQ. INF. Y JUV. DE VZ,G-200001178,0,$0,5,"$724,880",5,"$724,880"
FUNDACION DEL NIﾄO CARABOBO,J-075755227,0,$0,1,"$20,120",1,"$20,120"
FUNDACION DEL NIﾄO GRAVE,J-310440727,0,$0,1,"$5,270",1,"$5,270"
FUNDACION DEPORTIVA COLEGIO INGENIEROS DE VENEZUELA,J-294451195,0,$0,1,"$43,235",1,"$43,235"
FUNDACION DEPORTIVA PELICANO,J-304588836,0,$0,1,$10,1,$10
FUNDACION DEPORTIVA WSKF DE VENEZUELA,J-296858993,0,$0,1,"$49,793",1,"$49,793"
FUNDACI�N DESDIBUJANDO FRONTERAS,J-294008372,0,$0,1,$200,1,$200
FUNDACI�N DISTRIBUIDORA VENEZOLANA DEL LIBRO,G-20006885,26,"$584,431",102,"$1,281,091",128,"$1,865,522"
FUNDACION EDITORIAL EL PERRO Y LA RANA,G-200075414,0,$0,2,"$5,581",2,"$5,581"
FUNDACION EDUARDO ALFONSO POR LA VIDA,J-314041010,0,$0,1,"$54,879",1,"$54,879"
FUNDACION ENLACE TV,J-306452001,0,$0,2,"$1,229,111",2,"$1,229,111"
FUNDACI�N FAMILIA DE NAZARET PARA LA EVANGELIZACI�N ITINER,J-301938143,0,$0,1,"$69,390",1,"$69,390"
FUNDACION FESTIVAL INTERNACIONAL DE JAZZ EN BARQUISIMETO,J-295108893,0,$0,1,$58,1,$58
FUNDACION GRUPO MADERA,J-003736783,0,$0,1,"$133,080",1,"$133,080"
FUNDACI�N HOSPICE-VENEZUELA,J-313508098,0,$0,1,"$1,320",1,"$1,320"
FUNDACION INSTITUTO BOTANICO DE VENEZUELA,G-200084561,0,$0,1,$4,1,$4
FUNDACION INSTITUTO DE ESTUDIOS CORPORATIVOS,G-200083557,1,"$57,816",0,$0,1,"$57,816"
FUNDACION INSTITUTO VENEZOLANO DE PLANIFICACI�N,J-002038349,0,$0,1,"$2,036",1,"$2,036"
FUNDACION JO-KAINA,J-298963387,0,$0,1,"$13,238",1,"$13,238"
FUNDACION JUAN VIVES SURIA,G-200048255,0,$0,0,$0,0,$0
FUNDACI�N JUVENTUD PARA CRISTO VENEZUELA,J-310469156,0,$0,1,"$2,200",1,"$2,200"
FUNDACION KUAI MARE DEL LIBRO VENEZOLANO,J-001855114,0,$0,2,"$829,941",2,"$829,941"
FUNDACION LAVILLA DEL CINE,G-200073489,0,$0,3,$63,3,$63
FUNDACION MARCOS PEREZ JIMENEZ,J-310407827,0,$0,7,"$1,776,273",7,"$1,776,273"
FUNDACI�N M�RIDA RUGBY CLUB,J-029714292,0,$0,1,"$25,200",1,"$25,200"
FUNDACION MINISTERIO ESFUERZATE Y HAZLO,V-10770257,0,$0,1,"$3,500",1,"$3,500"
FUNDACION MUSEO DE BELLAS ARTES,J-003329460,0,$0,1,"$1,860",1,"$1,860"
FUNDACION MUSEOS NACIONALES,G-200054328,0,$0,7,"$226,933",7,"$226,933"
FUNDACI�N NACIONAL DEL ARROZ,J-303148344,0,$0,4,$208,4,$208
FUNDACION NOBLES DE ZAMORA,J-306459669,0,$0,1,"$214,911",1,"$214,911"
FUNDACION OFTAMOLOGICA DEL TACHIRA,J-310700249,0,$0,1,"$11,540",1,"$11,540"
FUNDACION ORQUESTA FILARMONICA METROPOLITANA DE ANZOAT,J-315842157,0,$0,1,$12,1,$12
FUNDACION ORQUESTA FILARMONICA NACIONAL,J-002624884,0,$0,1,$6,1,$6
FUNDACI�N ORQUESTA SINF�NICA DEL ESTADO ANZO�TEGUI,J-301601831,0,$0,1,"$114,344",1,"$114,344"
FUNDACION ORQUESTA SINFONICA DEL ESTADO DELTA AMACURO,J-309457829,0,$0,1,$70,1,$70
FUNDACION PARA EL MEJORAMIENTO INDUSTRIAL Y SANITARIO DE V,J-075158806,0,$0,1,"$17,815",1,"$17,815"
FUNDACI�N PARA EL TRASPLANTE DE M�DULA �SEA,J-306234667,0,$0,58,"$1,697,246",58,"$1,697,246"
FUNDACION PARA LA CULTURA Y LAS ARTES DEL MUNICIPIO LIBERT,J-001523650,0,$0,2,"$230,233",2,"$230,233"
FUNDACION PHILIP C. JESSUP,J-305776644,0,$0,2,"$20,290",2,"$20,290"
FUNDACION PROGRAMA METROPOLITANO DE TRANSPLANTE DE HIG,J-308996327,0,$0,3,$340,3,$340
FUNDACION RED DE ARTE,G-200073209,0,$0,2,"$84,500",2,"$84,500"
FUNDACION SCHOLA CANTORUM DE CARACAS,J-001290400,0,$0,1,"$50,133",1,"$50,133"
FUNDACION SERES,J-315159368,271,"$15,910,115",0,$0,271,"$15,910,115"
FUNDACION SONRIE CONMIGO,J-296656940,0,$0,0,$0,0,$0
FUNDACION TALLER ESCUELA SAMUEL ROBINSON,J-298073512,0,$0,1,$5,1,$5
FUNDACION TERESA CARREﾄO,G-200000449,0,$0,6,"$58,477",6,"$58,477"
FUNDACION TERESA CARREﾄO,G-20000449,0,$0,1,"$11,527",1,"$11,527"
FUNDACION UN CORAZON PARA YESSIKA,J-296216665,0,$0,1,"$165,143",1,"$165,143"
FUNDACION UNIDAD DE APOYO DE FARMACOS ENDOCRINOLOGICOS,J-002945451,47,"$818,968",0,$0,47,"$818,968"
FUNDACION VENEZOLANA PRO-CURA DE LA PARALISIS,J-300434168,53,"$986,231",0,$0,53,"$986,231"
FUNDACI�N VENEZUELA SURFING,J-297528113,0,$0,1,"$33,400",1,"$33,400"
FUNDACION VENEZUELA VIVA,J-295324855,0,$0,2,"$290,983",2,"$290,983"
FUNDACION VITAL CULTURAL DEL TACHIRA,J-310470308,0,$0,1,"$3,873",1,"$3,873"
"FUNDACIONES FRANKI, C.A.",J-000153256,764,"$45,770,325",0,$0,764,"$45,770,325"
FUNDAPATRIMONIO,G-200079118,0,$0,1,$175,1,$175
FUNDASANGRE,J-003164771,0,$0,1,"$34,300",1,"$34,300"
FUNDATENEOFESTIVAL,J-003389480,0,$0,2,"$519,785",2,"$519,785"
FUNDATUR,J-304910819,0,$0,5,"$2,524,090",5,"$2,524,090"
"FUNDENTES Y METALES, C.A.",J-315605902,67,"$3,731,725",0,$0,67,"$3,731,725"
"FUNDICI�N DEL CENTRO, C.A.",J-002030771,199,"$11,159,770",0,$0,199,"$11,159,770"
FUNDICION METALURGICA LEMOS C.A.,J-000624780,41,"$1,206,517",0,$0,41,"$1,206,517"
"FUNDICI�N PACIFICO, C.A.",J-000846774,445,"$56,648,985",3,"$1,800,369",448,"$58,449,354"
FUNDICIONES ACEROS HERGAR C.A,J-090144099,18,"$620,268",0,$0,18,"$620,268"
"FUNDIMAR, S.A.",J-75511174,2,"$44,520",0,$0,2,"$44,520"
"FUNMETAL,C.A.",J-075059026,273,"$24,040,176",0,$0,273,"$24,040,176"
"FURNITURE LATIN CORP,C.A.",J-306938737,139,"$8,312,498",0,$0,139,"$8,312,498"
FUTSAL S.A.,J-310327890,1,"$127,716",0,$0,1,"$127,716"
"FUVECA - FUNDICION VENEZOLANA DE CAMISAS, C.A.",J-312749326,89,"$1,223,948",0,$0,89,"$1,223,948"
"FVI FONDO DE VALORES INMOBILIARIOS, S.A.C.A",J-003741086,0,$0,3,"$5,788,069",3,"$5,788,069"
FX C.A.,J-307893818,59,"$5,653,925",0,$0,59,"$5,653,925"
FYF AUTOMOTRIZ DE VENEZUELA C.A.,J-304174594,175,"$14,745,569",0,$0,175,"$14,745,569"
"G & F  TECNOLOGIA, C.A (ANTES G & F STORES, C.A.)",J-003282375,20,"$4,808,725",0,$0,20,"$4,808,725"
"G.C. AUTOPARTES, C.A.",J-304915330,47,"$1,375,893",0,$0,47,"$1,375,893"
"G.G.M. COMATIN, C.A.",J-306827315,1,"$410,690",0,$0,1,"$410,690"
"G.P.S GEOF�SICA Y POSICIONAMIENTO SATELITAL, C.A.",J-303446094,60,"$1,774,327",0,$0,60,"$1,774,327"
"G.S.C. INGENIERIA, C.A.",J-309448676,70,"$2,805,568",0,$0,70,"$2,805,568"
"G&S DE VENEZUELA, S.A.",J-305555630,0,$0,1,"$2,942,192",1,"$2,942,192"
"GABRIEL DE VENEZUELA, C.A",J-000472300,5812,"$132,088,576",2,"$3,118,190",5814,"$135,206,766"
"GABRY EDICIONES,C.A.",J-308965944,29,"$659,771",0,$0,29,"$659,771"
GADA FASHION,J-310628637,65,"$7,345,694",0,$0,65,"$7,345,694"
GAESCA GASAS ESTERILIZADAS C.A,J-002676507,898,"$98,937,108",0,$0,898,"$98,937,108"
"GAGOCAR, C.A.",J-003645168,73,"$3,721,218",0,$0,73,"$3,721,218"
GALAXIA MEDICA,J-002309644,1136,"$80,087,690",0,$0,1136,"$80,087,690"
"GALAXY ENTERTAINMENT DE VENEZUELA, C.A.",J-302597005,731,"$74,442,676",152,"$142,129,483",883,"$216,572,159"
GALEA C.A.,J-303600450,10,"$179,226",0,$0,10,"$179,226"
"GALENO ESPECIALIDADES MEDICAS, C.A.",J-001087354,214,"$5,980,627",0,$0,214,"$5,980,627"
GALERIAS REAL,J-065007850,54,"$2,013,142",0,$0,54,"$2,013,142"
"GALLETERA TRIGO DE ORO, C.A..",J-303506518,8,"$575,257",0,$0,8,"$575,257"
"GAMBLING PARTS AND SUPPLIERS, S.A.",J-310902445,2,"$151,762",0,$0,2,"$151,762"
"GAMMA INDUSTRIAL, C.A.",J-070174978,1,"$31,820",0,$0,1,"$31,820"
GAMMA QUIMICA DE VENEZUELA C.A,J-001551859,176,"$4,168,723",0,$0,176,"$4,168,723"
GANADERIA BELLA VISTA C.A.,J-309266594,0,$0,1,$400,1,$400
GANADERIA DE LIDIA LOS RAMIREZ C.A,J-314585231,0,$0,2,"$703,620",2,"$703,620"
"GANADERIA INDUSTRIAL LOS ANDES, C.A.",J-001008462,30,"$2,489,106",0,$0,30,"$2,489,106"
"GANB EXTINTORES LP, C.A.",J-312046252,68,"$620,849",0,$0,68,"$620,849"
